state,district,month,soil_type,rainfall_mm,temp_high_c,temp_low_c,temp_avg_c,humidity_percent,sunlight_hours,wind_speed_kmph,wind_direction,rain_probability,rain_duration_hours
Rajasthan,Sikar,2024-06,Red,12.3,40.5,29,34.8,49.2,9.8,7.7,NE,83.00,1.60
Rajasthan,Sikar,2024-07,Red,14.9,36.7,23,29.9,65,7.9,4.1,W,88.00,1.94
Rajasthan,Sikar,2024-08,Loamy,45,32.2,24.5,28.4,59.2,7.7,10.4,E,73.00,5.85
Rajasthan,Sikar,2024-09,Sandy,12.7,34.7,20.8,27.8,29.6,9.7,14.3,NE,40.00,1.65
Rajasthan,Sikar,2024-10,Alluvial,10.7,32.6,17.1,24.9,47.1,9.7,4.4,SW,45.00,1.39
Rajasthan,Sikar,2024-11,Red,4.1,29.2,8.8,19,59.2,9.4,5,SW,86.00,0.53
Rajasthan,Sikar,2024-12,Black,4.2,23.3,6.7,15,42.1,9.4,9.2,E,82.00,0.55
Rajasthan,Sikar,2025-01,Sandy,3.3,20.7,4.4,12.6,54.3,9.4,6.1,SW,90.00,0.43
Rajasthan,Sikar,2025-02,Black,0,25.1,5.3,15.2,44,8.9,4.8,SE,75.00,0.00
Rajasthan,Sikar,2025-03,Black,6.5,33.2,15.3,24.2,29.9,10.7,10.6,E,77.00,0.85
Rajasthan,Sikar,2025-04,Red,8.2,38,19.2,28.6,46.9,11,9.5,NE,53.00,1.07
Rajasthan,Sikar,2025-05,Loamy,25.3,41,24,32.5,42.9,10.7,3.1,NE,40.00,3.29
Rajasthan,Sikar,2025-06,Red,15.3,39.9,25.6,32.8,37.1,9.1,3.6,N,76.00,1.99
Rajasthan,Sikar,2025-07,Loamy,22.1,35.7,22.2,29,44,8.9,9.9,E,82.00,2.87
Rajasthan,Sikar,2025-08,Black,27.4,32,22.8,27.4,42.5,10,8.8,W,49.00,3.56
Rajasthan,Sikar,2025-09,Black,14,35.2,19.4,27.3,56.3,9.7,6.7,E,39.00,1.82
Rajasthan,Alwar,2025-08,Loamy,46.94682748,33.5,21.2,27.4,58,9.8,8.6,SW,59.00,6.10
Rajasthan,Bharatpur,2024-12,Red,3.245395633,24.1,6.4,15.2,46.9,10,12.3,SE,38.00,0.42
Gujarat,Banaskantha,2025-05,Black,86.9698288,41.8,28.5,35.1,81.7,6.2,10.7,NW,41.00,11.31
Gujarat,Gandhinagar,2024-08,Loamy,131.2972224,33.1,24.5,28.8,85,4.8,8.6,SW,70.00,17.07
Maharashtra,Mumbai,2025-01,Black,11.14133069,26.5,14.5,20.5,43.5,9,3.4,N,62.00,1.45
Rajasthan,Bikaner,2025-07,Alluvial,58.63179773,32.9,23.9,28.4,47.1,8.8,5,W,42.00,7.62
Rajasthan,Bharatpur,2024-11,Loamy,4.592367929,25.1,12.4,18.8,57.9,9.1,4.6,NE,81.00,0.60
Gujarat,Banaskantha,2025-04,Alluvial,28.29297045,37.8,22.3,30,60,9.2,7.2,SE,69.00,3.68
Maharashtra,Aurangabad,2024-06,Red,204.9000744,34.9,21.9,28.4,73.9,6.9,10.6,E,90.00,26.64
Rajasthan,Kota,2024-03,Sandy,8.331462124,34,13.5,23.8,49.3,9.7,12.2,E,84.00,1.08
Maharashtra,Sangli,2024-07,Alluvial,365.0422444,30.1,22.5,26.3,67.6,5.5,5.4,NE,54.00,47.46
Rajasthan,Kota,2024-10,Loamy,11.35950161,37.7,14.3,26,55.6,9.3,10.7,SW,86.00,1.48
Gujarat,Gandhinagar,2025-06,Red,141.8630818,37.3,30.3,33.8,76.1,7.8,8.9,N,82.00,18.44
Maharashtra,Sangli,2024-04,Black,28.25244483,34.7,23.4,29.1,42.2,9.2,7.3,NE,66.00,3.67
Maharashtra,Satara,2024-01,Loamy,9.586587511,27.3,13.8,20.6,44.9,10.1,10,SW,86.00,1.25
Maharashtra,Pune,2025-04,Alluvial,36.98281073,34.9,24.1,29.5,64.4,8.5,5.9,N,59.00,4.81
Rajasthan,Udaipur,2024-07,Black,36.43395481,35.1,24.4,29.8,61.3,9.4,4.3,N,49.00,4.74
Rajasthan,Ajmer,2024-04,Loamy,9.487776255,38.3,19.6,28.9,49.6,9,7.2,N,39.00,1.23
Maharashtra,Sangli,2024-04,Black,24.79631883,34.7,23.4,29.1,42.2,9.2,7.3,NE,88.00,3.22
Maharashtra,Kolhapur,2025-08,Red,196.1496011,30.9,21.2,26,62.1,7.2,11.8,NW,90.00,25.50
Gujarat,Vadodara,2025-01,Loamy,2.900433671,30.2,11.3,20.8,27,7.9,8.5,SE,47.00,0.38
Gujarat,Surat,2025-05,Black,85.90032979,42.4,27.1,34.8,59.4,3.1,5.2,SW,47.00,11.17
Maharashtra,Sangli,2024-02,Loamy,13.87918284,29.8,17.1,23.5,38.7,9.8,10.4,NW,70.00,1.80
Maharashtra,Pune,2024-11,Red,0.188403285,30,18.5,24.2,44.8,8.5,6.4,W,51.00,0.02
Rajasthan,Pali,2024-08,Sandy,31.73213921,33.1,24.3,28.7,49.7,10.1,6,N,48.00,4.13
Maharashtra,Amravati,2024-10,Alluvial,33.91611592,37.1,20.2,28.6,56.9,10.4,9.1,NE,59.00,4.41
Rajasthan,Sikar,2024-02,Loamy,4.842750745,25.1,6.6,15.9,35.3,9.6,5.8,NE,73.00,0.63
Maharashtra,Aurangabad,2025-02,Sandy,10.91875387,29.3,16.7,23,39.9,9.3,4.8,NW,68.00,1.42
Rajasthan,Pali,2025-09,Red,6.412687319,33.5,20.2,26.9,35.3,9.3,9.2,N,56.00,0.83
Rajasthan,Jodhpur,2024-08,Alluvial,31.7389476,33.2,22.7,28,72.2,7.5,8.1,SW,80.00,4.13
Rajasthan,Sikar,2024-04,Sandy,19.07885261,34.9,19.8,27.4,50.6,11.4,6.2,S,89.00,2.48
Rajasthan,Alwar,2024-03,Loamy,1.293599965,33.8,10.9,22.3,32.7,7.4,7.9,S,35.00,0.17
Gujarat,Ahmedabad,2025-04,Loamy,20.35620324,39,21.8,30.4,44.7,9.6,15.5,SW,38.00,2.65
Gujarat,Ahmedabad,2025-08,Loamy,167.6516032,32.8,24,28.4,87.4,4.7,7.1,NE,83.00,21.79
Maharashtra,Amravati,2024-02,Sandy,5.340189774,28.6,16.1,22.4,52.2,9.3,12,NW,61.00,0.69
Gujarat,Surat,2024-03,Red,14.91924564,37.5,18.2,27.9,59.5,9.2,16.4,W,67.00,1.94
Gujarat,Bhavnagar,2024-09,Black,95.17766313,31.8,23.7,27.8,57.3,3.8,7.9,W,58.00,12.37
Maharashtra,Solapur,2024-04,Red,44.42702069,37.4,23.5,30.4,49.9,11.3,7.8,W,59.00,5.78
Maharashtra,Pune,2025-02,Red,12.07821838,30.9,14.9,22.9,48.2,8.3,11.5,N,32.00,1.57
Gujarat,Jamnagar,2024-05,Black,112.1687338,40.7,29.3,35,53,7,13.2,NE,69.00,14.58
Gujarat,Banaskantha,2024-10,Sandy,18.37717766,33.6,21.8,27.7,62.1,8.1,3.1,NW,76.00,2.39
Gujarat,Bhavnagar,2024-12,Loamy,1.426191325,29.2,13,21.1,39.6,8.8,8.4,NW,74.00,0.19
Gujarat,Jamnagar,2025-01,Red,4.083184483,28.2,13.6,20.9,47,10.5,3.4,SE,48.00,0.53
Maharashtra,Solapur,2023-11,Loamy,8.97520999,29.4,17,23.2,49.7,10.5,8.1,NE,86.00,1.17
Gujarat,Kutch,2025-03,Sandy,6.383697011,36.1,18.8,27.5,50,9.7,8.8,SE,38.00,0.83
Rajasthan,Bharatpur,2024-05,Loamy,33.35998187,44.2,27,35.6,52.6,9.6,9.1,W,82.00,4.34
Rajasthan,Bikaner,2024-05,Red,17.68445157,41.2,27.2,34.2,38.7,9.5,7.9,W,61.00,2.30
Gujarat,Jamnagar,2024-06,Loamy,152.7921766,40.6,29.7,35.1,70.5,6.1,10.8,NE,77.00,19.86
Maharashtra,Mumbai,2025-06,Sandy,303.9677336,35.1,22.2,28.6,82.1,6.2,7.3,S,35.00,39.52
Rajasthan,Jodhpur,2024-08,Alluvial,25.06249039,33.2,22.7,28,72.2,7.5,8.1,SW,64.00,3.26
Maharashtra,Satara,2025-02,Sandy,12.21719247,32,14.8,23.4,42.6,9.5,7.6,W,51.00,1.59
Gujarat,Bhavnagar,2024-05,Red,67.08518201,41.4,27.1,34.2,64.7,9.3,12.1,W,62.00,8.72
Rajasthan,Jaipur,2023-12,Alluvial,4.515642764,24.3,6.6,15.4,84.3,7.4,13.1,E,53.00,0.59
Gujarat,Banaskantha,2024-05,Black,41.68922757,41.2,28.2,34.7,60,7.5,11.5,N,89.00,5.42
Rajasthan,Jaipur,2024-08,Loamy,52.45700639,32.3,23.7,28,58.1,9.8,4.5,SW,44.00,6.82
Maharashtra,Sangli,2025-02,Loamy,14.55973549,30.6,15.7,23.1,42,11.4,12.9,SE,79.00,1.89
Gujarat,Ahmedabad,2024-07,Black,393.4953671,34.5,25.1,29.8,72.5,5.8,11,W,37.00,51.15
Maharashtra,Kolhapur,2025-06,Black,133.2045024,36.5,25.5,31,74.5,6.6,6.7,NE,50.00,17.32
Maharashtra,Nagpur,2024-11,Alluvial,12.77273697,32.1,15.3,23.7,54,9,8.8,SW,54.00,1.66
Gujarat,Banaskantha,2024-12,Alluvial,4.824422876,29.2,15.6,22.4,38.9,10.2,8.9,N,54.00,0.63
Gujarat,Rajkot,2025-03,Loamy,6.05498039,36.8,16.4,26.6,63.3,10.7,6.6,E,57.00,0.79
Gujarat,Bhavnagar,2025-01,Alluvial,4.532963071,31.3,8.9,20.1,55.9,10.7,1.8,NE,34.00,0.59
Gujarat,Ahmedabad,2024-10,Sandy,17.39480456,37.4,18.9,28.1,53.2,9.6,7.2,E,69.00,2.26
Maharashtra,Kolhapur,2024-06,Loamy,207.7335543,33.6,26.2,29.9,77.1,5.1,8.1,SW,71.00,27.01
Rajasthan,Jaipur,2025-05,Black,13.82776368,42.1,26.3,34.2,32.6,9.8,7.5,S,36.00,1.80
Rajasthan,Bikaner,2025-07,Alluvial,56.7092761,32.9,23.9,28.4,47.1,8.8,5,W,74.00,7.37
Gujarat,Banaskantha,2025-03,Alluvial,13.83533147,35,16.7,25.9,50.4,10.7,10.1,NW,39.00,1.80
Rajasthan,Ajmer,2023-11,Black,1.153697407,29.3,8.2,18.8,40.8,9.5,8,NW,87.00,0.15
Maharashtra,Nashik,2023-11,Loamy,1.915163065,29.6,18,23.8,61.2,8.3,6.1,NW,75.00,0.25
Rajasthan,Udaipur,2024-11,Loamy,0,26.7,9.8,18.2,44.2,11.5,3.7,SW,67.00,0.00
Gujarat,Ahmedabad,2024-09,Alluvial,95.54098735,35.6,24.5,30.1,53.5,7.4,12.7,S,65.00,12.42
Gujarat,Gandhinagar,2025-02,Black,5.894073506,29.4,14.2,21.8,53.3,7.5,8.9,E,86.00,0.77
Gujarat,Ahmedabad,2024-11,Red,6.263997669,30.1,17.8,24,48.6,11,6.5,SW,88.00,0.81
Rajasthan,Alwar,2024-06,Sandy,39.702594,39.8,27.1,33.5,41.7,9.3,8.8,SE,69.00,5.16
Maharashtra,Amravati,2024-07,Loamy,275.6506676,29.7,21.4,25.5,68.4,8.4,11.4,S,89.00,35.83
Maharashtra,Satara,2024-02,Alluvial,8.209267379,31.2,16.6,23.9,59.6,10.2,10.4,S,84.00,1.07
Maharashtra,Solapur,2025-02,Black,12.65171972,30.7,13.1,21.9,47,9.9,9.5,N,58.00,1.64
Gujarat,Ahmedabad,2025-05,Alluvial,67.81480995,41.6,28,34.8,48.3,8.4,10.4,S,65.00,8.82
Rajasthan,Bikaner,2024-08,Sandy,24.21559512,33.4,24.3,28.9,37.8,10,0.3,SW,35.00,3.15
Gujarat,Rajkot,2025-07,Loamy,245.0672373,31.9,27.9,29.9,75.9,6.7,8.2,N,74.00,31.86
Gujarat,Gandhinagar,2025-04,Loamy,25.54260561,38.9,24.5,31.7,35.8,9.7,3.5,E,30.00,3.32
Gujarat,Bhavnagar,2024-02,Sandy,7.561586307,30.7,15.1,22.9,58.6,9.9,13.7,W,57.00,0.98
Rajasthan,Sikar,2023-11,Red,0.857455977,26.8,9.2,18,48.6,11.8,5.5,W,90.00,0.11
Gujarat,Jamnagar,2024-09,Loamy,92.11045498,34.5,23.8,29.1,43.4,7.5,8.5,SE,81.00,11.97
Rajasthan,Ajmer,2025-08,Alluvial,8.072183754,32.9,23.7,28.3,58.8,9,7.2,N,42.00,1.05
Maharashtra,Solapur,2025-06,Sandy,194.800615,35.3,26.7,31,67.2,5,9.7,SE,39.00,25.32
Gujarat,Jamnagar,2024-09,Loamy,106.1216402,34.5,23.8,29.1,43.4,7.5,8.5,SE,74.00,13.80
Gujarat,Ahmedabad,2025-05,Alluvial,57.96874373,41.6,28,34.8,48.3,8.4,10.4,S,84.00,7.54
Rajasthan,Kota,2024-05,Red,36.4769866,40.6,28.3,34.5,60.2,10.2,13.7,W,52.00,4.74
Gujarat,Banaskantha,2024-08,Loamy,209.3397098,32.5,23.2,27.9,76.5,5.5,9.7,W,87.00,27.21
Gujarat,Junagadh,2024-07,Loamy,223.1281976,33.6,27.5,30.6,66.8,5.6,6.2,S,34.00,29.01
Maharashtra,Sangli,2024-10,Red,49.08807811,32.2,19.8,26,53.6,11.2,7,N,53.00,6.38
Maharashtra,Kolhapur,2025-06,Black,130.9013913,36.5,25.5,31,74.5,6.6,6.7,NE,84.00,17.02
Gujarat,Gandhinagar,2024-07,Alluvial,200.1201404,31.8,24.1,28,89,4.3,5.7,W,31.00,26.02
Gujarat,Surat,2024-11,Loamy,7.586975969,30.9,17.6,24.2,55.9,9.6,5,S,87.00,0.99
Gujarat,Kutch,2025-05,Red,69.40928209,39,29.8,34.4,48.5,7.4,5.5,NE,33.00,9.02
Gujarat,Rajkot,2024-06,Loamy,180.5693667,37.5,29.5,33.5,70.5,4.7,8.8,W,80.00,23.47
Gujarat,Ahmedabad,2025-05,Alluvial,68.98663169,41.6,28,34.8,48.3,8.4,10.4,S,68.00,8.97
Maharashtra,Pune,2024-06,Red,206.3085278,37.5,24.6,31.1,71.8,4.5,9.2,N,39.00,26.82
Gujarat,Bhavnagar,2025-08,Sandy,94.70363966,34.6,25.3,30,74.2,5,9.3,N,46.00,12.31
Rajasthan,Bikaner,2024-04,Black,14.43397809,36.9,20.4,28.6,64.4,10.3,7.6,NW,35.00,1.88
Rajasthan,Jodhpur,2024-09,Alluvial,3.948594839,34.8,20.7,27.8,49.2,8.6,11.5,W,45.00,0.51
Gujarat,Banaskantha,2024-02,Red,6.328878053,32.8,13.9,23.3,49.9,9.6,2,SE,53.00,0.82
Rajasthan,Jodhpur,2025-07,Alluvial,35.94007415,34.2,20.3,27.2,56.3,8.5,2.8,W,31.00,4.67
Rajasthan,Jodhpur,2024-08,Alluvial,29.31279225,33.2,22.7,28,72.2,7.5,8.1,SW,78.00,3.81
Maharashtra,Nashik,2025-09,Red,70.55233047,30.7,21,25.9,67.5,8,7.3,S,48.00,9.17
Rajasthan,Sikar,2023-11,Red,0.734477377,26.8,9.2,18,48.6,11.8,5.5,W,57.00,0.10
Gujarat,Rajkot,2024-04,Loamy,15.20374189,37.2,25.4,31.3,52.9,10.1,9.9,W,56.00,1.98
Rajasthan,Jaipur,2025-05,Black,16.5312161,42.1,26.3,34.2,32.6,9.8,7.5,S,48.00,2.15
Rajasthan,Kota,2024-05,Red,32.85043175,40.6,28.3,34.5,60.2,10.2,13.7,W,69.00,4.27
Gujarat,Junagadh,2025-03,Black,9.610939011,39,18.2,28.6,30.7,9.6,6.3,S,84.00,1.25
Rajasthan,Bharatpur,2025-07,Loamy,30.87843016,34.1,23.4,28.8,67,9,7.7,NW,30.00,4.01
Rajasthan,Bikaner,2025-03,Loamy,7.089547983,30.8,13.1,21.9,37.4,7.3,11.3,E,52.00,0.92
Gujarat,Junagadh,2024-12,Red,3.661556213,30.7,12.9,21.8,48.5,8.2,12.6,W,57.00,0.48
Gujarat,Kutch,2025-05,Red,59.09737746,39,29.8,34.4,48.5,7.4,5.5,NE,54.00,7.68
Gujarat,Rajkot,2024-09,Alluvial,102.5962949,32.5,24,28.2,57.1,7.4,5.5,N,34.00,13.34
Maharashtra,Nashik,2024-04,Red,16.40209933,37.1,26,31.6,67.3,10.1,9.3,SW,80.00,2.13
Gujarat,Gandhinagar,2025-04,Loamy,21.28285716,38.9,24.5,31.7,35.8,9.7,3.5,E,51.00,2.77
Maharashtra,Kolhapur,2025-07,Sandy,259.27532,29.2,22.7,25.9,73.6,5.7,6.6,SW,30.00,33.71
Rajasthan,Bharatpur,2025-01,Black,4.122052549,22.4,7.6,15,61.4,12.7,4.6,SW,38.00,0.54
Gujarat,Bhavnagar,2024-10,Sandy,22.15843538,36.1,24.3,30.2,56.3,9.2,4.7,S,61.00,2.88
Gujarat,Vadodara,2024-01,Alluvial,5.357685678,30.7,11,20.9,50,9,5.9,NW,79.00,0.70
Rajasthan,Kota,2024-11,Alluvial,6.112081249,27.3,10.5,18.9,26.4,10.1,9.3,SW,67.00,0.79
Maharashtra,Nashik,2023-11,Loamy,1.620493875,29.6,18,23.8,61.2,8.3,6.1,NW,72.00,0.21
Gujarat,Bhavnagar,2025-06,Alluvial,230.4447498,36.2,30.1,33.2,73.5,5,11.2,W,34.00,29.96
Rajasthan,Sikar,2024-05,Loamy,19.6238707,39,22.9,30.9,53.4,9.5,11.2,E,46.00,2.55
Gujarat,Ahmedabad,2025-04,Loamy,21.54304744,39,21.8,30.4,44.7,9.6,15.5,SW,87.00,2.80
Maharashtra,Amravati,2025-09,Sandy,79.40642047,31.4,20.8,26.1,74.5,8.5,6.3,SE,59.00,10.32
Rajasthan,Pali,2024-10,Loamy,7.481904854,33.1,15.5,24.3,58.6,9.3,8.4,NW,38.00,0.97
Maharashtra,Aurangabad,2024-11,Alluvial,12.07560951,30.7,17.7,24.2,34.3,7.9,10.3,NW,35.00,1.57
Gujarat,Kutch,2024-12,Red,3.698566716,29.8,13.7,21.8,44.2,9.6,1.7,NW,42.00,0.48
Gujarat,Bhavnagar,2025-02,Alluvial,4.874963853,31.5,12.4,21.9,37.2,8.4,13.3,N,88.00,0.63
Gujarat,Kutch,2024-12,Red,5.30423126,29.8,13.7,21.8,44.2,9.6,1.7,NW,80.00,0.69
Rajasthan,Jaipur,2023-10,Sandy,0,29.8,15.2,22.5,49.6,6.8,6.5,N,65.00,0.00
Gujarat,Junagadh,2023-11,Red,4.557526916,32.1,16.6,24.4,37.7,9.5,13.7,SW,78.00,0.59
Rajasthan,Alwar,2024-01,Red,0.831630434,25.4,6.4,15.9,45.2,8.5,12,NE,33.00,0.11
Gujarat,Bhavnagar,2025-02,Alluvial,5.463449473,31.5,12.4,21.9,37.2,8.4,13.3,N,82.00,0.71
Maharashtra,Sangli,2025-05,Alluvial,70.87465931,40.2,24.7,32.5,62.2,8.5,6.4,E,62.00,9.21
Maharashtra,Nagpur,2024-12,Sandy,12.17635728,30.7,14.9,22.8,36.1,7.3,6.2,W,76.00,1.58
Gujarat,Bhavnagar,2025-07,Sandy,233.3068695,30.9,24.2,27.5,79.8,4.2,13.3,E,71.00,30.33
Gujarat,Junagadh,2025-02,Black,9.603442123,34.3,14.5,24.4,52.1,9.4,12.6,SW,82.00,1.25
Maharashtra,Kolhapur,2025-02,Sandy,6.023764863,31,15.1,23.1,42.3,11.2,11.7,W,81.00,0.78
Gujarat,Gandhinagar,2024-03,Red,14.6537391,33.4,16.6,25,54.4,8.5,7.1,SE,84.00,1.90
Maharashtra,Mumbai,2025-05,Red,73.89228628,39.7,27.2,33.5,52,8.8,7.4,N,43.00,9.61
Rajasthan,Bharatpur,2024-09,Red,13.81034655,33,20.8,26.9,42.6,10.6,8.5,SE,38.00,1.80
Gujarat,Surat,2025-08,Black,222.6523444,31.4,25.3,28.4,71.9,5.6,10.3,S,62.00,28.94
Maharashtra,Kolhapur,2024-12,Red,7.6652443,30.2,12.6,21.4,35.7,8,5.7,NW,72.00,1.00
Rajasthan,Sikar,2024-11,Red,4.919252027,29.2,8.8,19,59.2,9.4,5,SW,33.00,0.64
Rajasthan,Udaipur,2024-04,Black,17.32140841,37.7,19.3,28.5,41.6,9.9,8.1,SW,70.00,2.25
Gujarat,Vadodara,2024-03,Loamy,7.460841141,36.6,18.1,27.4,42.8,10.1,10.6,NW,77.00,0.97
Gujarat,Jamnagar,2024-01,Red,11.04993154,30.4,9.7,20,32.2,8.9,7.9,N,58.00,1.44
Gujarat,Vadodara,2023-12,Alluvial,0,31.3,13.7,22.5,35.6,9,5.1,NE,89.00,0.00
Gujarat,Jamnagar,2025-02,Red,5.588963769,33.2,14,23.6,55.7,9,12.1,SE,35.00,0.73
Rajasthan,Ajmer,2023-11,Black,1.04750346,29.3,8.2,18.8,40.8,9.5,8,NW,82.00,0.14
Maharashtra,Kolhapur,2025-01,Loamy,6.181042472,26.5,12.7,19.6,35,9.7,7.9,E,59.00,0.80
Rajasthan,Jodhpur,2023-10,Red,0.110153188,32.1,16,24.1,49.5,9,7.8,S,51.00,0.01
Rajasthan,Jaipur,2025-05,Black,13.5789116,42.1,26.3,34.2,32.6,9.8,7.5,S,65.00,1.77
Rajasthan,Udaipur,2025-06,Alluvial,30.04182012,39.7,29.6,34.7,53.9,10.1,4,W,86.00,3.91
Gujarat,Jamnagar,2025-03,Black,19.737955,35.3,17.3,26.3,59.5,11.1,6.3,W,83.00,2.57
Gujarat,Rajkot,2023-11,Red,5.626739921,32,19.1,25.6,48.1,10.3,9.9,W,50.00,0.73
Rajasthan,Ajmer,2025-04,Red,16.08601637,37.8,18.1,27.9,31.8,9.8,1.3,SW,63.00,2.09
Rajasthan,Alwar,2023-10,Loamy,6.055756649,32.8,13.5,23.1,46.8,10.9,3.7,NW,34.00,0.79
Maharashtra,Mumbai,2024-11,Loamy,5.951509842,34,18.6,26.3,50.8,9.3,5.3,SW,50.00,0.77
Rajasthan,Alwar,2024-03,Loamy,1.651556831,33.8,10.9,22.3,32.7,7.4,7.9,S,51.00,0.21
Rajasthan,Sikar,2024-11,Red,4.316741579,29.2,8.8,19,59.2,9.4,5,SW,80.00,0.56
Rajasthan,Udaipur,2024-08,Loamy,41.23566497,35.6,20.9,28.2,49.8,9.2,5,W,82.00,5.36
Maharashtra,Amravati,2025-03,Alluvial,3.481724709,30.8,22,26.4,48.9,8.6,9.3,SE,64.00,0.45
Rajasthan,Kota,2025-04,Alluvial,27.13994289,38.6,20.4,29.5,50.5,8.6,8.4,N,62.00,3.53
Maharashtra,Nagpur,2024-11,Alluvial,13.86746725,32.1,15.3,23.7,54,9,8.8,SW,78.00,1.80
Rajasthan,Bikaner,2024-02,Loamy,2.258972798,22.8,7.4,15.1,44.4,8.5,6.2,NE,81.00,0.29
Maharashtra,Aurangabad,2024-10,Black,36.50131759,35,20.2,27.6,63,10.1,4.4,S,53.00,4.75
Gujarat,Rajkot,2023-10,Loamy,21.74546517,34.1,21.8,28,40.1,8.9,10.6,W,68.00,2.83
Gujarat,Vadodara,2023-11,Black,0.172722,33.2,18.7,26,44.7,7.4,8,N,65.00,0.02
Rajasthan,Sikar,2024-05,Loamy,20.75546358,39,22.9,30.9,53.4,9.5,11.2,E,43.00,2.70
Maharashtra,Mumbai,2025-06,Sandy,227.1129556,35.1,22.2,28.6,82.1,6.2,7.3,S,37.00,29.52
Maharashtra,Aurangabad,2025-05,Alluvial,91.84325323,38.8,26.7,32.8,65.9,6.6,6.1,NW,83.00,11.94
Rajasthan,Bikaner,2024-03,Sandy,11.11943979,33.7,11.7,22.7,29,9.2,7.1,SE,46.00,1.45
Rajasthan,Ajmer,2023-11,Black,0.935055113,29.3,8.2,18.8,40.8,9.5,8,NW,67.00,0.12
Maharashtra,Mumbai,2025-05,Red,93.49546896,39.7,27.2,33.5,52,8.8,7.4,N,39.00,12.15
Rajasthan,Alwar,2024-11,Alluvial,3.845150698,28.4,9.3,18.9,56.7,8.3,9.6,SW,36.00,0.50
Maharashtra,Nagpur,2024-04,Alluvial,26.40115276,36.1,26.8,31.5,43.2,9.6,10,SE,87.00,3.43
Rajasthan,Alwar,2025-02,Sandy,1.969819488,26.1,9.3,17.7,31.3,11.1,10.6,E,45.00,0.26
Maharashtra,Nashik,2023-10,Black,28.36233671,34,21.5,27.8,74,8.9,7.2,NW,47.00,3.69
Rajasthan,Ajmer,2024-09,Black,19.74346866,34.6,20.6,27.6,48.4,10.5,10.3,E,87.00,2.57
Gujarat,Kutch,2024-11,Black,8.208650278,33.1,17.5,25.3,43,9.4,7.6,SE,46.00,1.07
Rajasthan,Pali,2024-11,Alluvial,5.954220533,26.6,11.7,19.1,29.7,11.1,6.6,E,81.00,0.77
Maharashtra,Solapur,2024-01,Loamy,14.74736576,29.3,14,21.6,41.4,9.3,12.4,SE,65.00,1.92
Gujarat,Kutch,2025-05,Red,69.44974483,39,29.8,34.4,48.5,7.4,5.5,NE,88.00,9.03
Rajasthan,Udaipur,2025-02,Loamy,3.312108552,29.9,7.1,18.5,41,11.5,5.4,N,90.00,0.43
Rajasthan,Kota,2024-12,Red,3.896518754,25.9,6.7,16.3,46.5,8.6,6.2,W,77.00,0.51
Rajasthan,Bikaner,2025-05,Alluvial,19.78264383,43.7,26.2,35,46.9,8.2,8.6,SW,81.00,2.57
Rajasthan,Bharatpur,2025-01,Black,4.161571237,22.4,7.6,15,61.4,12.7,4.6,SW,89.00,0.54
Rajasthan,Kota,2025-05,Black,11.61810197,43.7,24.4,34,60,9.2,7.7,SW,34.00,1.51
Maharashtra,Kolhapur,2025-09,Loamy,76.00231472,32.7,21.2,27,77.1,7.4,7,W,51.00,9.88
Rajasthan,Ajmer,2025-03,Black,3.055663707,31.5,12.6,22.1,48.1,9,11.8,SW,59.00,0.40
Maharashtra,Amravati,2024-03,Black,5.580618644,34.7,19,26.9,62.2,11.5,5.4,N,74.00,0.73
Maharashtra,Aurangabad,2024-03,Alluvial,10.88673407,33.8,19.5,26.6,46.6,10.3,5.2,S,88.00,1.42
Gujarat,Banaskantha,2024-01,Alluvial,5.453055676,27,10.7,18.9,41.9,8.9,7.4,SW,71.00,0.71
Gujarat,Junagadh,2025-04,Loamy,24.64284084,38.3,23.7,31,26.1,9,1,NW,66.00,3.20
Gujarat,Banaskantha,2024-01,Alluvial,5.483192827,27,10.7,18.9,41.9,8.9,7.4,SW,72.00,0.71
Maharashtra,Pune,2024-03,Alluvial,14.23056082,38.7,20.3,29.5,37.5,9.1,11.4,N,49.00,1.85
Rajasthan,Alwar,2024-05,Alluvial,33.09575698,40.8,26.3,33.5,58,10.1,6.9,S,33.00,4.30
Maharashtra,Kolhapur,2025-01,Loamy,5.369636674,26.5,12.7,19.6,35,9.7,7.9,E,43.00,0.70
Gujarat,Kutch,2024-11,Black,7.881660353,33.1,17.5,25.3,43,9.4,7.6,SE,90.00,1.02
Rajasthan,Ajmer,2025-03,Black,3.201392487,31.5,12.6,22.1,48.1,9,11.8,SW,70.00,0.42
Gujarat,Gandhinagar,2024-10,Loamy,17.75262728,34.6,21.9,28.2,43.5,10.5,14.4,S,61.00,2.31
Rajasthan,Bikaner,2024-03,Sandy,13.27968249,33.7,11.7,22.7,29,9.2,7.1,SE,86.00,1.73
Rajasthan,Udaipur,2024-01,Black,5.386357282,21.6,7.8,14.7,50.7,10.9,3.9,S,82.00,0.70
Gujarat,Banaskantha,2024-09,Sandy,88.43729235,32.5,25.4,28.9,58.4,7,5.2,SE,84.00,11.50
Rajasthan,Pali,2025-09,Red,6.187676256,33.5,20.2,26.9,35.3,9.3,9.2,N,60.00,0.80
Rajasthan,Ajmer,2025-04,Red,15.19145789,37.8,18.1,27.9,31.8,9.8,1.3,SW,32.00,1.97
Rajasthan,Bikaner,2025-05,Alluvial,16.4395007,43.7,26.2,35,46.9,8.2,8.6,SW,88.00,2.14
