state,district,month,rainfall_mm,temp_high_c,temp_low_c,temp_avg_c,humidity_percent,sunlight_hours,wind_speed_kmph,wind_direction,rain_probability,rain_duration_hours
Gujarat,Rajkot,Oct-21,34.3,29,21,25,69,4.1,13.2,W,24%,3.4
Uttar Pradesh,Kanpur,Mar-24,2.7,41,36,38.5,50,9.9,23.1,W,23%,2.5
Karnataka,Hubli,Mar-21,2.7,41,33,37,75,5.2,14.4,NE,14%,2.2
Tamil Nadu,Chennai,May-20,54.8,34,27,30.5,72,4.8,24.7,NE,59%,2.3
Gujarat,Vadodara,Dec-23,37.5,36,28,32,77,6.9,18.6,NE,64%,0.1
Maharashtra,Nashik,Apr-24,4.4,38,27,32.5,52,7,5.1,E,23%,3.7
Karnataka,Mysuru,Nov-24,70.2,37,31,34,47,7.3,18.7,N,38%,4
Gujarat,Rajkot,Sep-23,160.3,29,19,24,34,6.8,18.8,NW,86%,0.5
Uttar Pradesh,Lucknow,Aug-22,243.3,25,15,20,46,6.9,14.1,SW,44%,3.6
Gujarat,Ahmedabad,May-24,53.8,40,30,35,47,4.2,15.6,NE,42%,3.7
Gujarat,Rajkot,Dec-23,66.4,41,34,37.5,77,4.7,13.4,W,18%,2.6
Uttar Pradesh,Varanasi,Nov-21,75.7,39,27,33,89,8,21.7,SW,84%,0.4
Tamil Nadu,Tiruchirappalli,Feb-23,65.8,31,19,25,49,9.9,20.9,SE,10%,3.1
Karnataka,Mangaluru,Jan-23,22.6,34,27,30.5,62,4.6,5.7,SE,90%,1.4
Uttar Pradesh,Kanpur,Jun-21,213.8,34,27,30.5,62,9.5,14.7,W,31%,0.3
Karnataka,Bengaluru,Oct-23,35.9,27,20,23.5,84,9.3,18.3,NE,44%,0.1
Karnataka,Mysuru,May-20,18.6,28,22,25,63,4.9,22.2,NW,48%,4.8
Uttar Pradesh,Lucknow,Aug-20,173.6,27,17,22,74,6.7,14.8,NE,24%,0.9
Tamil Nadu,Chennai,Feb-22,45.6,28,16,22,76,9.5,5.8,SW,89%,0.1
Uttar Pradesh,Kanpur,Aug-23,229.1,40,30,35,70,5.9,13.7,E,69%,4.8
Uttar Pradesh,Varanasi,Oct-21,79.4,31,23,27,47,6.1,9.3,NW,70%,3.8
Maharashtra,Mumbai,Dec-22,41.3,35,25,30,62,6.3,8.6,NE,30%,0.7
Maharashtra,Pune,May-20,7.6,34,23,28.5,54,6.8,12.6,SE,69%,2.2
Uttar Pradesh,Kanpur,May-24,46.8,38,33,35.5,42,5,22.3,SE,29%,3.3
Maharashtra,Nagpur,Nov-21,55.1,31,25,28,39,5.3,18.9,E,61%,1.1
Maharashtra,Nashik,Apr-23,15.2,40,29,34.5,59,8.7,23.4,SW,60%,0.3
Uttar Pradesh,Lucknow,Oct-20,9.6,42,34,38,35,6.5,20.2,N,73%,1.2
Maharashtra,Pune,Dec-24,13.3,28,20,24,62,8.1,6.5,S,51%,5
Gujarat,Ahmedabad,Sep-22,277.6,34,22,28,77,4.1,24.4,E,12%,4.6
Gujarat,Ahmedabad,Jun-20,199.4,37,28,32.5,37,6.9,20,SE,24%,4.8
Uttar Pradesh,Kanpur,Nov-21,78.8,41,31,36,65,9.1,9.4,NE,41%,0.6
Uttar Pradesh,Agra,Apr-21,12.5,41,30,35.5,84,5.2,8.4,NW,30%,3.1
Gujarat,Rajkot,Aug-24,355.2,42,32,37,89,6.8,18.2,SW,40%,4.1
Gujarat,Vadodara,Jun-23,318,26,18,22,32,6.1,24.8,NE,82%,4.8
Karnataka,Bengaluru,Apr-20,69.1,38,29,33.5,57,7.4,18.2,NE,72%,3.1
Gujarat,Vadodara,Aug-24,397.1,32,26,29,84,6.1,6.3,SW,74%,3.2
Karnataka,Bengaluru,May-23,79.5,37,25,31,72,6.2,10.7,NW,51%,1.6
Uttar Pradesh,Lucknow,Mar-24,11.8,27,15,21,30,6.6,8.1,S,52%,2.5
Gujarat,Ahmedabad,May-23,4.9,38,29,33.5,90,4,23.2,NE,61%,4.3
Tamil Nadu,Tiruchirappalli,Nov-23,46.9,42,36,39,39,4.8,24.9,N,79%,3.9
Uttar Pradesh,Kanpur,Jul-22,219.2,40,30,35,48,7.5,18.2,SE,24%,0.9
Karnataka,Mysuru,Oct-20,63.6,31,25,28,88,4.1,19.7,SE,43%,3.9
Gujarat,Rajkot,Mar-23,75.1,27,21,24,54,5.3,17.9,S,67%,3.7
Karnataka,Hubli,Mar-23,71.6,31,22,26.5,60,7.5,23.3,E,80%,2.2
Tamil Nadu,Chennai,Mar-20,45.4,35,23,29,37,6.2,18.5,S,27%,4.1
Maharashtra,Mumbai,May-21,2.5,39,32,35.5,89,6.2,21,NE,71%,1.7
Tamil Nadu,Tiruchirappalli,May-23,39.4,41,30,35.5,51,6.2,21.8,NW,65%,5
Gujarat,Rajkot,Feb-22,28.5,26,20,23,64,4.2,20.7,SW,68%,4.1
Maharashtra,Pune,Feb-24,61.2,42,35,38.5,30,9.5,20.2,W,25%,3.3
Gujarat,Ahmedabad,Jun-24,159.7,35,24,29.5,85,7.8,10.7,W,50%,2.7
Maharashtra,Mumbai,Dec-21,21.9,26,20,23,34,5.5,8.8,SW,20%,2.3
Uttar Pradesh,Agra,Dec-24,43.4,34,29,31.5,69,5.1,20.6,S,17%,1.7
Uttar Pradesh,Kanpur,Aug-20,40.7,26,17,21.5,49,4.5,21.2,N,82%,3.3
Tamil Nadu,Madurai,May-23,12.2,38,29,33.5,87,9.4,11.1,SW,13%,0.8
Karnataka,Hubli,Jan-24,2,30,21,25.5,88,7.3,15.4,SE,34%,2.9
Gujarat,Surat,Jul-22,223.4,33,24,28.5,49,5.2,16.2,SE,11%,1.5
Karnataka,Mysuru,Nov-23,52.9,32,27,29.5,89,8.3,24.1,NW,58%,0.7
Tamil Nadu,Coimbatore,Sep-22,99,33,22,27.5,81,5.1,11.9,S,29%,1
Tamil Nadu,Chennai,Nov-24,17,26,21,23.5,55,8.7,21,N,24%,2.8
Karnataka,Mangaluru,May-20,56.9,38,26,32,50,4.3,21.2,NE,82%,2
Karnataka,Mangaluru,Feb-21,68.8,30,23,26.5,33,4.8,18.9,NW,62%,0.3
Maharashtra,Mumbai,Nov-21,76.2,38,33,35.5,73,4.1,15.6,SE,76%,4.3
Uttar Pradesh,Kanpur,May-23,20.1,31,20,25.5,85,5.2,10,SE,55%,4.6
Karnataka,Mangaluru,Jul-21,205,31,21,26,56,7.5,16.4,N,31%,2.8
Gujarat,Rajkot,Jun-24,56.8,29,23,26,34,4.9,12.3,SE,29%,3.8
Maharashtra,Pune,Jan-22,70.2,38,29,33.5,42,5.3,22.7,S,19%,2.2
Gujarat,Ahmedabad,May-21,14.7,31,24,27.5,86,5.5,8.5,NE,16%,2.3
Tamil Nadu,Chennai,Jun-21,360.3,33,23,28,41,8.2,18.1,SW,85%,4
Uttar Pradesh,Varanasi,Aug-23,336.6,25,16,20.5,40,7.7,25,SW,17%,0.2
Tamil Nadu,Tiruchirappalli,Feb-24,54.1,27,20,23.5,54,5.6,22.9,NW,88%,3.3
Karnataka,Bengaluru,May-22,19.4,34,27,30.5,81,9,12.2,NE,78%,4.7
Maharashtra,Pune,Jun-21,9.6,33,23,28,65,6.2,6,NW,20%,2.4
Uttar Pradesh,Kanpur,Feb-22,43.9,25,17,21,88,6.7,14.1,SE,15%,2.7
Gujarat,Rajkot,Apr-21,69.9,41,31,36,75,5.7,14.6,NE,20%,3.4
Maharashtra,Pune,May-20,7.6,34,23,28.5,54,6.8,12.6,SE,69%,2.2
Karnataka,Mysuru,Jul-23,163.8,32,26,29,57,8.4,14.9,W,75%,0.8
Karnataka,Hubli,Aug-21,240.7,29,19,24,72,10,8.4,N,26%,1.7
Tamil Nadu,Coimbatore,Oct-20,9.9,27,16,21.5,46,8.3,21.8,NW,76%,1
Karnataka,Mangaluru,Dec-21,5.8,27,17,22,77,7.3,6,SE,38%,1.2
Maharashtra,Mumbai,Oct-24,28.2,27,20,23.5,30,8.8,15.9,N,26%,3
Tamil Nadu,Coimbatore,Feb-24,21.2,36,24,30,50,5.3,20.4,SE,76%,0.9
Tamil Nadu,Chennai,Nov-20,47.7,37,26,31.5,34,4.2,14.7,SW,15%,4
Uttar Pradesh,Kanpur,Nov-24,63,30,22,26,76,9.5,13.1,SW,42%,1.9
Uttar Pradesh,Varanasi,Dec-24,37.7,40,31,35.5,32,5.9,15.3,SE,62%,2.2
Karnataka,Mangaluru,Jan-20,77.8,40,30,35,68,7.4,19.1,NE,30%,2.7
Maharashtra,Mumbai,Jul-21,283.2,40,29,34.5,54,8.5,23,W,53%,1.8
Gujarat,Surat,Dec-22,69.1,26,15,20.5,76,6,20.8,S,63%,3.2
Karnataka,Bengaluru,Oct-21,24.7,34,23,28.5,62,5.6,17.7,W,72%,3.1
Gujarat,Ahmedabad,May-24,53.8,40,30,35,47,4.2,15.6,NE,42%,3.7
Tamil Nadu,Coimbatore,Dec-21,55.7,35,30,32.5,45,9.9,8.5,N,45%,4.9
Uttar Pradesh,Varanasi,Sep-24,217.4,34,26,30,38,5.5,13.4,NW,88%,0.2
Tamil Nadu,Coimbatore,Mar-22,17.7,34,25,29.5,81,6.8,17.4,NW,38%,0
Gujarat,Rajkot,Aug-23,387.8,29,20,24.5,35,5.9,21.1,NE,64%,0.6
Uttar Pradesh,Kanpur,Jul-21,48.6,34,25,29.5,38,6.6,16.1,NE,67%,0.5
Gujarat,Surat,Nov-23,40.8,31,25,28,38,5.7,21.8,W,45%,1
Tamil Nadu,Coimbatore,Jan-23,23.8,32,22,27,54,4.1,21.4,SW,71%,2.5
Tamil Nadu,Coimbatore,Nov-24,50.7,39,30,34.5,36,8.2,17.2,NW,70%,3.8
Karnataka,Bengaluru,Dec-20,66.9,33,25,29,68,9,10.1,W,31%,4.4
Maharashtra,Pune,May-24,75.1,37,28,32.5,83,9.2,11.4,NW,52%,2.1
Gujarat,Vadodara,Jul-24,305.3,36,27,31.5,36,8.6,18.4,S,24%,1.5
Uttar Pradesh,Varanasi,Jun-20,391.6,30,23,26.5,63,9.2,24,NE,11%,1.1
Karnataka,Mysuru,May-20,18.6,28,22,25,63,4.9,22.2,NW,48%,4.8
Karnataka,Bengaluru,Apr-24,45.7,28,19,23.5,76,5.1,14,S,51%,3.2
Maharashtra,Nashik,Jan-22,47.8,39,30,34.5,62,6.6,10,W,41%,3.7
Gujarat,Ahmedabad,Apr-24,45.5,30,24,27,82,6.4,19.1,E,73%,2.8
Uttar Pradesh,Lucknow,Apr-22,11.4,34,28,31,56,5.2,9.3,NE,85%,1.8
Gujarat,Vadodara,Sep-23,79.9,37,31,34,37,8.1,20.9,SE,56%,0.6
Karnataka,Bengaluru,Dec-23,5.2,39,33,36,55,8.3,10.1,SW,71%,0.3
Uttar Pradesh,Agra,Mar-22,1.5,34,23,28.5,50,8.1,12.9,SE,79%,0.2
Gujarat,Ahmedabad,Dec-20,31.9,28,19,23.5,62,7.9,13.8,SW,37%,3
Gujarat,Surat,Aug-21,134.9,38,30,34,36,8.8,10.3,NE,14%,4.3
Tamil Nadu,Coimbatore,Jul-21,112.2,42,30,36,36,8,18.7,NE,84%,2.9
Gujarat,Rajkot,Sep-21,141.2,26,16,21,61,7.4,8.2,SE,24%,4.6
Karnataka,Hubli,Jun-22,356.5,26,20,23,79,6.9,14.9,S,59%,3.9
Tamil Nadu,Coimbatore,Nov-22,73.1,29,19,24,63,9.2,7.8,SW,41%,0.3
Tamil Nadu,Chennai,Dec-21,13.9,42,34,38,77,9.1,21.7,S,79%,4.6
Uttar Pradesh,Varanasi,Jun-21,387.8,34,23,28.5,77,9.2,14.6,E,27%,3.8
Tamil Nadu,Tiruchirappalli,Aug-20,282.8,38,29,33.5,58,5.1,8.1,N,64%,0.2
Tamil Nadu,Madurai,May-23,12.2,38,29,33.5,87,9.4,11.1,SW,13%,0.8
Maharashtra,Nagpur,Apr-22,74,30,25,27.5,72,7.2,7.8,SW,33%,1.3
Tamil Nadu,Tiruchirappalli,Nov-24,38.7,36,24,30,72,9.6,22.6,E,37%,4.3
Karnataka,Mysuru,May-22,54.9,31,26,28.5,43,5.2,13.6,NW,34%,4.1
Tamil Nadu,Madurai,Dec-22,52.1,37,26,31.5,62,8.7,5.6,N,59%,1.7
Maharashtra,Pune,Sep-20,289.6,31,26,28.5,88,8.1,5.4,SE,15%,1.5
Gujarat,Ahmedabad,Dec-24,63.5,30,25,27.5,49,9.8,7.1,N,58%,2.8
Gujarat,Vadodara,May-20,0.9,34,25,29.5,78,5.8,13.1,NW,44%,3.4
Karnataka,Mysuru,Mar-21,2,26,20,23,78,7.5,16.2,NE,87%,1.9
Tamil Nadu,Chennai,Nov-22,17,35,23,29,62,9.7,24.2,S,38%,4.8
Uttar Pradesh,Varanasi,Dec-20,13,37,27,32,69,9.6,24.9,E,30%,0.1
Karnataka,Bengaluru,Jan-21,50.7,28,23,25.5,45,7.5,11.7,N,76%,0.6
Maharashtra,Nashik,Dec-22,17,27,19,23,57,8.4,7.2,E,78%,1.4
Maharashtra,Pune,Jun-20,239.6,37,30,33.5,74,5,19.8,S,68%,1
Gujarat,Rajkot,Aug-21,282.9,36,30,33,50,9.7,5.1,S,37%,3.6
Karnataka,Bengaluru,Mar-22,17.9,41,30,35.5,82,9.8,23.9,NW,65%,3.6
Karnataka,Mysuru,Apr-21,68.4,35,24,29.5,63,4.1,5.4,NW,71%,0.1
Karnataka,Mysuru,Jul-20,72.9,31,22,26.5,90,5.4,10.3,SE,41%,2
Uttar Pradesh,Agra,Aug-24,111.4,40,29,34.5,38,4.6,9.9,W,42%,1.7
Gujarat,Rajkot,Jan-24,71.1,34,26,30,69,5.2,5.3,NE,44%,1
Uttar Pradesh,Agra,Dec-23,48.5,33,27,30,58,8.2,7.3,E,75%,2.2
Gujarat,Ahmedabad,Aug-22,202.9,29,18,23.5,37,7.1,20.5,W,18%,3.7
Gujarat,Vadodara,Sep-23,79.9,37,31,34,37,8.1,20.9,SE,56%,0.6
Karnataka,Hubli,Oct-22,18.7,42,36,39,80,5.5,16.6,SE,78%,2.1
Karnataka,Mysuru,Oct-22,44.7,27,16,21.5,63,4.7,12.5,NW,90%,1.5
Tamil Nadu,Tiruchirappalli,Jul-20,222.8,31,19,25,36,6.7,18,SW,80%,1.6
Uttar Pradesh,Varanasi,Jul-24,249.8,36,28,32,45,5.5,12.6,E,63%,3.2
Gujarat,Surat,May-24,50.5,41,29,35,85,8.3,15.4,SE,46%,0.4
Uttar Pradesh,Lucknow,Oct-22,13,28,18,23,55,6.1,5.1,S,68%,4.4
Gujarat,Rajkot,Dec-20,57.8,36,24,30,87,9,8.3,N,70%,4.2
Tamil Nadu,Madurai,Sep-23,23.9,33,28,30.5,82,6.8,23.8,E,76%,1.5
Uttar Pradesh,Kanpur,Sep-24,390.9,31,26,28.5,72,6.6,24.9,S,58%,4.1
Gujarat,Rajkot,Apr-21,69.9,41,31,36,75,5.7,14.6,NE,20%,3.4
Maharashtra,Nashik,Dec-24,13.1,26,18,22,69,5.3,8.9,NE,30%,4.8
Maharashtra,Mumbai,Sep-20,391.3,33,24,28.5,60,9.9,15.6,NW,68%,2.1
Uttar Pradesh,Agra,Aug-22,276,33,22,27.5,84,4,18.6,SE,11%,4.1
Gujarat,Surat,Jun-24,271.2,26,21,23.5,68,8.6,12.2,SW,24%,3.4
Karnataka,Hubli,Sep-23,391.1,36,26,31,43,7.7,5.3,S,89%,1.3
Tamil Nadu,Madurai,Dec-20,16.5,27,15,21,81,5,10.5,NE,20%,4.9
Maharashtra,Pune,Mar-21,31.5,33,24,28.5,67,7.1,5.7,E,83%,0.6
Gujarat,Rajkot,Dec-22,55.3,32,26,29,33,9,13.4,S,83%,2.5
Gujarat,Ahmedabad,Jan-23,15.4,30,22,26,77,6.3,15.1,SW,74%,4.3
Uttar Pradesh,Kanpur,Aug-21,269,26,14,20,47,7.5,20.3,NW,75%,1.3
Tamil Nadu,Coimbatore,Jul-23,156.3,40,28,34,85,8.7,11,SW,18%,4.8
Gujarat,Surat,Apr-23,2.8,27,21,24,44,6.5,14.9,E,54%,0.6
Gujarat,Surat,Jul-21,134.5,38,29,33.5,49,6,5.1,W,61%,3.3
Gujarat,Ahmedabad,Jun-20,199.4,37,28,32.5,37,6.9,20,SE,24%,4.8
Tamil Nadu,Madurai,Mar-24,20.5,38,31,34.5,70,7.9,5.6,SW,25%,1.7
Gujarat,Rajkot,Sep-21,141.2,26,16,21,61,7.4,8.2,SE,24%,4.6
Gujarat,Vadodara,Nov-23,54.9,32,21,26.5,44,4.5,7.2,NW,37%,2.2
Maharashtra,Nashik,Apr-23,15.2,40,29,34.5,59,8.7,23.4,SW,60%,0.3
Tamil Nadu,Tiruchirappalli,Mar-20,15.9,26,20,23,65,5.4,17.5,N,28%,2.6
Maharashtra,Nashik,Sep-22,195,36,27,31.5,40,7.8,17.1,W,25%,4.6
Maharashtra,Nashik,May-22,23.7,31,24,27.5,82,7.3,20.8,N,58%,2.8
Karnataka,Hubli,Feb-21,41.8,28,21,24.5,47,8.2,10.6,NW,88%,2
Tamil Nadu,Coimbatore,Apr-22,39,28,23,25.5,71,7.6,10.1,NE,69%,4.8
Tamil Nadu,Chennai,Apr-20,72.3,32,27,29.5,57,7.8,23,SW,66%,4.3
Karnataka,Mangaluru,Oct-22,52.1,33,25,29,53,6.1,19.4,N,56%,3.5
Gujarat,Surat,Mar-24,56.2,26,14,20,88,5.4,10.7,SW,45%,2.2
Uttar Pradesh,Varanasi,Jan-20,4.8,25,15,20,81,7.4,15.8,SE,77%,3.5
Karnataka,Bengaluru,Jul-23,366,41,31,36,83,5.5,10,S,68%,2.8
Gujarat,Vadodara,Jul-24,305.3,36,27,31.5,36,8.6,18.4,S,24%,1.5
Gujarat,Surat,Jul-24,260.4,32,20,26,78,5.2,6.8,N,46%,1.7
Tamil Nadu,Chennai,Apr-20,72.3,32,27,29.5,57,7.8,23,SW,66%,4.3
Maharashtra,Mumbai,Apr-22,52.5,42,37,39.5,78,8,12.1,NW,71%,1.5
Tamil Nadu,Madurai,Mar-21,28.9,30,24,27,77,9.5,18.4,E,54%,1.2
Uttar Pradesh,Agra,Dec-24,43.4,34,29,31.5,69,5.1,20.6,S,17%,1.7
Tamil Nadu,Coimbatore,Sep-23,391.9,34,28,31,36,6,19.2,SE,66%,0.2
Gujarat,Surat,Nov-22,65.4,33,21,27,34,8.3,11,SE,38%,1.8
Uttar Pradesh,Agra,May-22,42.6,30,24,27,86,4.5,5.9,N,48%,3.2
Karnataka,Hubli,Sep-23,391.1,36,26,31,43,7.7,5.3,S,89%,1.3
Tamil Nadu,Coimbatore,Sep-24,217.1,29,19,24,38,5.1,21.8,NW,35%,4.7
Maharashtra,Nagpur,Feb-22,46.2,27,21,24,77,6.3,12.5,SE,83%,1.3
Gujarat,Rajkot,Apr-20,23.9,42,33,37.5,51,9.8,23,SW,24%,2.4
Tamil Nadu,Chennai,Dec-22,71.5,31,23,27,54,9.3,13.6,N,86%,2
Maharashtra,Pune,Sep-22,306.2,31,24,27.5,31,6.9,9.3,NE,89%,4.8
Karnataka,Bengaluru,Feb-20,59.4,33,23,28,81,8.8,22.3,SW,34%,4.7
Maharashtra,Nashik,Dec-23,19,40,30,35,41,10,24.4,NE,52%,4.8
Karnataka,Mangaluru,May-21,52.1,39,29,34,90,4.2,18,W,49%,3.8
Uttar Pradesh,Kanpur,Feb-24,4.5,34,25,29.5,45,6.3,20.4,SW,48%,3.8
Karnataka,Mangaluru,Dec-20,51.5,42,34,38,58,9.6,18.2,S,50%,4.7
Maharashtra,Nashik,May-23,78.3,33,26,29.5,88,4.8,8.2,E,67%,2
Maharashtra,Mumbai,Jan-21,14.3,31,23,27,85,9.7,13.6,SW,10%,4.9
Maharashtra,Nashik,Oct-22,17,39,28,33.5,52,4.7,18.5,SE,11%,0.4
Maharashtra,Mumbai,Jul-24,152,38,32,35,38,7.7,21.4,SW,46%,2.9
Maharashtra,Pune,Mar-21,31.5,33,24,28.5,67,7.1,5.7,E,83%,0.6
Gujarat,Rajkot,Dec-21,42.3,42,36,39,74,9.9,16.1,S,17%,1.6
Maharashtra,Nashik,Mar-24,12.2,36,30,33,30,5.8,9.5,NW,24%,2.8
Maharashtra,Pune,Jul-24,354,37,29,33,35,6.3,15,S,33%,2.7
Uttar Pradesh,Lucknow,Jan-23,21.9,29,23,26,56,7.9,17,SW,87%,3.9
Gujarat,Rajkot,Nov-24,26.3,37,31,34,88,7,17.6,E,24%,1.2
Tamil Nadu,Coimbatore,Apr-20,48.3,41,34,37.5,73,6.6,20.4,N,27%,4
Gujarat,Surat,Sep-21,163.3,38,28,33,38,6.7,22,N,23%,2.1
Gujarat,Ahmedabad,Jul-21,267.9,41,35,38,41,4.7,23.8,S,76%,1.4
Maharashtra,Nashik,Nov-22,14.1,29,19,24,38,7.1,14,W,32%,3.2
Karnataka,Bengaluru,Jul-23,366,41,31,36,83,5.5,10,S,68%,2.8
Uttar Pradesh,Varanasi,Dec-21,23.4,32,20,26,43,9,18.7,N,90%,1.1
Tamil Nadu,Coimbatore,Dec-20,33,39,31,35,79,7.1,21.7,SW,45%,0
Karnataka,Mysuru,Jan-22,14.4,26,15,20.5,84,6.7,20.7,W,83%,4.7
Gujarat,Vadodara,Aug-21,136.9,38,29,33.5,35,9.1,13.1,W,10%,2.6
Uttar Pradesh,Lucknow,Nov-21,6.4,30,24,27,37,7.8,9.4,SE,14%,3.1
Karnataka,Mangaluru,Oct-21,22.5,39,28,33.5,71,6.7,21.4,NW,75%,0.1
Gujarat,Ahmedabad,Mar-22,9.4,27,21,24,42,9.2,6.6,SW,32%,0.6
Karnataka,Mangaluru,Mar-21,43.1,35,28,31.5,74,8.4,13.6,W,77%,3.9
Karnataka,Mangaluru,Oct-23,67.4,29,23,26,35,10,12.2,N,19%,3.6
Tamil Nadu,Madurai,Jan-23,40.8,26,17,21.5,34,7.7,14.5,SE,13%,3.7
Maharashtra,Nashik,May-21,63.1,40,31,35.5,83,8.3,8.7,E,27%,1.1
Tamil Nadu,Chennai,Jan-20,41.4,39,34,36.5,50,7.4,14.7,NE,13%,0.9
Gujarat,Vadodara,Apr-20,68.5,34,29,31.5,38,4.3,8.6,NW,56%,1.2
Uttar Pradesh,Varanasi,Jul-23,186.7,41,31,36,50,8.2,5.8,SE,34%,0
Maharashtra,Nagpur,Aug-21,210.4,29,20,24.5,89,5.5,20.6,S,51%,4.6
Uttar Pradesh,Kanpur,Jan-22,63.7,40,35,37.5,46,8.7,24.7,W,32%,0.7
Karnataka,Bengaluru,Mar-21,65.1,37,25,31,30,5.9,11.2,E,65%,2.1
Gujarat,Rajkot,May-20,18.8,25,17,21,90,6.9,16.1,SW,22%,1.1
Maharashtra,Nashik,Mar-22,31.2,26,20,23,59,7.5,17,W,81%,1
Uttar Pradesh,Kanpur,Apr-20,69.8,33,24,28.5,63,7.5,9.2,W,55%,3.7
Gujarat,Ahmedabad,Nov-24,70.9,34,27,30.5,73,9.5,12.6,NW,14%,1.2
Maharashtra,Mumbai,Feb-20,29.5,27,15,21,60,8.6,16.2,NW,87%,3.8
Tamil Nadu,Chennai,Feb-22,45.6,28,16,22,76,9.5,5.8,SW,89%,0.1
Maharashtra,Nagpur,Aug-22,323.3,26,21,23.5,47,5.8,9,SE,55%,3.4
Tamil Nadu,Tiruchirappalli,Nov-22,17.4,34,27,30.5,79,4.4,18.3,NE,68%,1.6
Maharashtra,Mumbai,Oct-23,69,31,21,26,79,9.1,5.3,N,52%,4.9
Gujarat,Surat,Mar-24,56.2,26,14,20,88,5.4,10.7,SW,45%,2.2
Tamil Nadu,Madurai,Apr-21,29.2,36,30,33,65,8.3,15.1,N,24%,4.9
Maharashtra,Nashik,Apr-22,21.6,27,21,24,77,8.4,13.6,NE,88%,4.5
Tamil Nadu,Madurai,Jul-21,178.3,27,20,23.5,82,5.2,24.8,W,56%,0.1
Karnataka,Mysuru,Dec-21,18.4,34,26,30,71,4.3,15.7,W,10%,3.6
Uttar Pradesh,Kanpur,Feb-23,8.3,34,27,30.5,82,7.1,7,S,86%,0.9
Tamil Nadu,Tiruchirappalli,Jan-24,41.5,25,15,20,61,7.9,12.9,SW,61%,0.6
Karnataka,Hubli,Oct-20,41.2,40,30,35,31,6.7,20.7,E,11%,3.4
Gujarat,Ahmedabad,Feb-20,79.8,34,27,30.5,47,9.9,16.4,W,67%,1.3
Gujarat,Vadodara,Feb-23,18.3,37,28,32.5,80,6.7,8.2,SE,12%,0
Gujarat,Vadodara,Mar-23,39.5,31,19,25,56,7.8,13.4,SW,48%,3.1
Gujarat,Vadodara,Jun-24,132.8,36,29,32.5,60,5.6,10.2,E,90%,2.9
Karnataka,Bengaluru,Apr-20,69.1,38,29,33.5,57,7.4,18.2,NE,72%,3.1
Maharashtra,Nagpur,Jul-22,71.3,36,30,33,82,8.1,20.2,SE,34%,0.3
Gujarat,Vadodara,May-22,40.1,25,15,20,57,4.3,16.1,W,65%,2.8
Maharashtra,Nashik,Mar-20,76.5,32,25,28.5,33,4.1,10.4,W,17%,3.5
Uttar Pradesh,Varanasi,Feb-23,73.7,32,23,27.5,35,6.3,7.2,W,82%,3.2
Karnataka,Mangaluru,May-21,52.1,39,29,34,90,4.2,18,W,49%,3.8
Karnataka,Mysuru,Feb-21,30.7,42,34,38,45,4.4,14.2,S,33%,3.9
Uttar Pradesh,Agra,Nov-23,49,31,25,28,87,8.2,18.2,S,69%,2.2
Tamil Nadu,Chennai,Dec-22,71.5,31,23,27,54,9.3,13.6,N,86%,2
Gujarat,Vadodara,Feb-21,8.6,29,23,26,42,9.7,5.2,NW,20%,1.5
Maharashtra,Nagpur,Feb-21,60.5,27,21,24,74,7.6,6.9,S,78%,2.4
Uttar Pradesh,Lucknow,Sep-20,226.1,38,28,33,48,8.9,10.3,SE,14%,4
Gujarat,Ahmedabad,Jul-21,267.9,41,35,38,41,4.7,23.8,S,76%,1.4
Tamil Nadu,Madurai,Jan-21,42.4,41,33,37,67,9.5,23.2,S,21%,0.4
Gujarat,Surat,Nov-22,65.4,33,21,27,34,8.3,11,SE,38%,1.8
Uttar Pradesh,Kanpur,Mar-21,66.5,32,22,27,72,4.5,23.8,NE,16%,3.3
Maharashtra,Nashik,Oct-23,54.3,39,28,33.5,67,8.1,6.6,NE,48%,4.8
Karnataka,Mysuru,Nov-22,72.1,28,23,25.5,82,7.9,12.7,N,17%,2.5
Maharashtra,Nagpur,Dec-23,23.4,40,31,35.5,54,6,6.4,N,18%,4.3
Karnataka,Mysuru,Mar-22,78.5,39,28,33.5,90,4.5,20.6,S,56%,4.6
Uttar Pradesh,Varanasi,Sep-21,38.2,30,22,26,73,6.8,14.5,S,81%,4
Tamil Nadu,Madurai,Aug-24,165.7,26,19,22.5,90,9.8,15,NW,49%,1.7
Maharashtra,Nashik,Nov-22,14.1,29,19,24,38,7.1,14,W,32%,3.2
Karnataka,Bengaluru,Aug-21,211.9,39,31,35,36,6.5,7.8,SW,53%,0.8
Karnataka,Hubli,Sep-20,181,33,23,28,86,7.4,19.7,SW,41%,2.8
Tamil Nadu,Coimbatore,May-23,49.6,41,33,37,35,8,21.7,NW,29%,4.5
Uttar Pradesh,Agra,Jul-24,382.4,38,33,35.5,66,8.9,6.5,NE,17%,3
Maharashtra,Pune,Nov-21,26.2,30,21,25.5,69,6.4,5.9,W,59%,3.1
Maharashtra,Mumbai,Jul-21,283.2,40,29,34.5,54,8.5,23,W,53%,1.8
Maharashtra,Mumbai,Feb-22,69.2,32,23,27.5,74,6.8,11.9,SE,80%,4.9
Uttar Pradesh,Lucknow,Nov-22,24.5,41,31,36,53,9.5,12.5,W,50%,1.5
Karnataka,Mangaluru,Nov-23,2.4,32,27,29.5,82,4.7,8.6,SW,38%,2.2
